"id")","result","Score1","Score2","Frequency1","Frequency2","Amount","Net","LTV","Source","Gender","AgeRange","CustomerType"
"9199","1",2.0241,0,NA,NA,NA,100,1.71,2,"M","35_to_49",2
"9200","1",30.6057,0,NA,NA,NA,162,2.56,2,"M","18_to_34",2
"9201","0",24.7387,0,NA,NA,NA,188,3.72,2,"M","35_to_49",2
"9202","1",0.2653,0,NA,NA,NA,8,0.17,2,"F","35_to_49",2
"9203","1",1.0932,0,NA,NA,NA,0,2.68,2,"F","35_to_49",2
"9204","1",30.5584,2.8,31,NA,NA,162,5.32,5,"F","35_to_49",3
"9205","0",57.3679,3.1,20,1,150,1278,29.19,5,"F","35_to_49",4
"9206","0",58.3265,5.9,150,3,623,2539,77.89,5,"M","18_to_34",4
"9207","1",57.3229,0,NA,NA,NA,0,0.65,2,"F","35_to_49",2
"9208","1",30.8796,0,NA,NA,NA,5,0.28,2,"F","35_to_49",2
"9209","1",33.3557,0,NA,NA,NA,667,134.63,2,"F","35_to_49",2
"9210","0",15.12,2.6,4,NA,NA,278,3.65,5,"F","35_to_49",3
"9211","0",73.8076,6.8,209,3,2801,788,75.04,5,"F","35_to_49",5
"9212","1",21.3164,2.2,16,NA,NA,344,6.02,5,"M","18_to_34",3
"9213","0",65.4884,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"9214","1",14.6519,0,NA,NA,NA,1449,27.68,2,"F","35_to_49",2
"9215","0",15.0786,3.8,87,NA,NA,236,13.53,5,"F","35_to_49",4
"9216","0",46.8673,6.6,88,3,2714,426,58.41,5,"M","35_to_49",5
"9217","1",1.2795,3.6,49,1,18,213,3.49,5,"F","35_to_49",4
"9218","1",38.9793,1.9,5,NA,NA,101,1.65,5,"F","35_to_49",3
"9219","0",18.1587,0,NA,NA,NA,249,22.55,2,"M","35_to_49",2
"9220","0",23.8989,0,NA,NA,NA,70,1.21,2,"F","18_to_34",2
"9221","1",19.4355,3.1,25,NA,NA,2570,45.61,5,"F","35_to_49",4
"9222","0",38.9793,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"9223","1",12.75,6.5,111,2,1132,323,25.4,5,"F","35_to_49",5
"9224","0",18.8966,2.5,12,NA,NA,556,8.97,5,"F","35_to_49",3
"9225","1",64.3227,2.7,15,NA,NA,780,13.27,5,"M","35_to_49",3
"9226","0",33.5251,0,NA,NA,NA,2351,44.62,2,"F","35_to_49",2
"9227","1",13.0229,0,NA,NA,NA,0,0,2,"M","35_to_49",2
"9228","0",24.4752,0,NA,NA,NA,509,9.16,2,"F","35_to_49",2
"9229","1",3.7571,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"9230","1",23.0498,1.1,6,NA,NA,69,1.1,5,"F","50_to_59",2
"9231","0",70.4972,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"9232","0",93.1027,7.6,418,13,2299,22085,400.99,5,"M","18_to_34",5
"9233","0",4.8537,2.1,22,NA,NA,52,1.01,5,"M","35_to_49",3
"9234","0",6.2247,0,NA,NA,NA,419,27.95,2,"M","60_or_higher",2
"9235","0",15.12,0.6,1,NA,NA,0,0.12,5,"F","35_to_49",2
"9236","1",23.0498,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"9237","1",76.5998,0,NA,NA,NA,70,7.2,2,"M","18_to_34",2
"9238","1",40.247,0,NA,NA,NA,5,0.07,2,"M","35_to_49",2
"9239","0",93.1027,0,NA,NA,NA,0,2.16,2,"F","60_or_higher",2
"9240","0",5.9768,3.5,60,NA,NA,814,13.55,5,"M","35_to_49",4
"9241","0",76.5998,0,NA,NA,NA,39,3.19,2,"F","35_to_49",2
"9242","0",14.3041,4.5,67,1,1,150,4.13,5,"M","35_to_49",4
"9243","0",89.2103,0,NA,NA,NA,56948,1419.79,2,"M","35_to_49",2
"9244","0",78.8235,0,NA,NA,NA,1039,93.5,2,"M","35_to_49",2
"9245","0",62.0743,3.4,41,NA,NA,1079,20.66,5,"F","35_to_49",4
"9246","0",52.777,5.2,302,2,82,7049,140.67,5,"M","35_to_49",4
"9247","1",20.9402,0,NA,NA,NA,211,3.44,2,"I","",2
"9248","1",20.2693,2.2,13,NA,NA,499,7.99,5,"F","35_to_49",3
"9249","0",86.1646,0,NA,NA,NA,622,248.97,2,"F","35_to_49",2
"9250","1",8.511,0,NA,NA,NA,0,12.9,2,"M","35_to_49",2
"9251","0",33.3557,0,NA,NA,NA,547,152.01,2,"F","35_to_49",2
"9252","0",40.0312,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"9253","0",45.3044,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"9254","0",3.7081,2.9,24,NA,NA,2445,41.74,5,"M","35_to_49",3
"9255","0",59.9732,0,NA,NA,NA,0,3.91,2,"F","35_to_49",2
"9256","1",39.2613,0,NA,NA,NA,3,0.06,2,"M","35_to_49",2
"9257","0",56.4341,6.7,259,4,3701,750,71.11,5,"F","35_to_49",5
"9258","0",77.8403,4,147,NA,NA,8195,131.79,5,"F","35_to_49",4
"9259","0",8.511,3.1,30,NA,NA,920,16.31,5,"M","35_to_49",4
"9260","0",45.2947,3.8,23,NA,NA,5226,84.26,5,"M","35_to_49",4
"9261","1",43.7515,0.3,1,NA,NA,76,1.33,5,"M","35_to_49",2
"9262","1",27.278,6.4,161,3,5187,5438,165.33,5,"M","35_to_49",5
"9263","1",6.7779,1.6,5,NA,NA,174,2.84,5,"M","35_to_49",3
"9264","1",15.3639,7.5,113,2,1314,368,24.27,5,"F","35_to_49",5
"9265","0",53.133,5.8,71,1,492,5981,99.28,5,"M","35_to_49",4
"9266","0",58.3265,8.6,375,11,10200,928,176.73,5,"M","35_to_49",5
"9267","0",77.2339,0,NA,NA,NA,15000,250.5,2,"F","35_to_49",2
"9268","1",2.1277,5.2,48,5,1722,353,11.5,5,"F","35_to_49",4
"9269","0",20.9402,0,NA,NA,NA,588,10.58,2,"M","35_to_49",2
"9270","0",15.36,0,NA,NA,NA,25,0.47,2,"I","",2
"9271","0",13.0229,0,NA,NA,NA,79,1.14,2,"F","35_to_49",2
"9272","0",19.9297,0,NA,NA,NA,4,0.07,2,"I","",2
"9273","0",0.8226,0,NA,NA,NA,771,24.48,2,"F","35_to_49",2
"9274","1",16.68,0,NA,NA,NA,49,1.75,2,"F","35_to_49",2
"9275","0",20.4667,3.3,29,NA,NA,1700,29.07,5,"M","35_to_49",4
"9276","1",33.7335,5.1,26,2,1029,468,10.05,5,"F","18_to_34",4
"9277","0",23.3103,0,NA,NA,NA,218,3.78,2,"F","35_to_49",2
"9278","0",63.942,4.7,115,2,2889,1953,76.91,1,"F","35_to_49",4
"9279","0",35.4441,0,NA,NA,NA,2608,40.95,2,"F","35_to_49",2
"9280","1",91.3701,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"9281","1",19.4355,2.4,16,NA,NA,1296,23.02,5,"M","35_to_49",3
"9282","0",31.1275,0,NA,NA,NA,0,9.7,2,"M","60_or_higher",2
"9283","1",19.1628,0,NA,NA,NA,76,20.87,2,"M","18_to_34",2
"9284","0",45.2947,4.1,52,NA,NA,495,46.03,5,"F","35_to_49",4
"9285","0",16.0645,6.5,187,2,1875,2377,66.88,5,"F","35_to_49",5
"9286","1",47.5341,4.3,60,2,37,2308,42.48,5,"F","18_to_34",4
"9287","0",30.6057,0,NA,NA,NA,22,0.26,2,"M","35_to_49",2
"9288","1",36.6264,5,174,NA,NA,3595,58.76,5,"F","35_to_49",4
"9289","1",45.3044,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"9290","0",85.0881,0,NA,NA,NA,0,1.95,2,"F","18_to_34",2
"9291","0",45.2947,3.3,32,NA,NA,1285,19.27,5,"M","35_to_49",4
"9292","1",28.9966,0,NA,NA,NA,453,14.36,2,"F","35_to_49",2
"9293","0",13.0229,2.8,6,NA,NA,345,5.7,5,"M","35_to_49",3
"9294","1",43.3417,7.3,125,7,4191,182,76.53,5,"F","60_or_higher",5
"9295","0",19.886,5.8,312,2,1066,2205,51.65,5,"M","18_to_34",4
"9296","1",3.7571,0.8,2,NA,NA,100,1.71,5,"F","35_to_49",2
"9297","1",4.8556,0,NA,NA,NA,0,3.21,2,"M","35_to_49",2
"9298","1",45.464,8.4,445,13,14194,3803,277.8,5,"F","35_to_49",5
"9299","1",93.9659,0,NA,NA,NA,484,183.92,2,"F","35_to_49",2
