"id")","result","Score1","Score2","Frequency1","Frequency2","Amount","Net","LTV","Source","Gender","AgeRange","CustomerType"
"22868","1",62.3198,0,NA,NA,NA,32,0.58,2,"M","50_to_59",2
"22869","0",91.3701,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"22870","0",52.777,7.3,236,6,21356,15278,642.01,1,"F","60_or_higher",5
"22871","0",76.5998,0,NA,NA,NA,0,0.65,2,"M","50_to_59",2
"22872","0",74.1521,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"22873","0",19.9297,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"22874","0",52.003,9.1,363,21,172947,10633,1631.52,5,"M","50_to_59",6
"22875","0",19.9297,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"22876","0",62.8337,0,NA,NA,NA,10,0.18,2,"F","50_to_59",2
"22877","0",37.3409,5.8,124,1,825,551,24.13,5,"F","18_to_34",4
"22878","0",54.0267,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"22879","0",30.6057,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"22880","0",49.8398,0,NA,NA,NA,142,4.23,2,"F","60_or_higher",2
"22881","1",57.0946,7.6,273,5,7482,2743,481.81,5,"M","60_or_higher",5
"22882","0",65.5153,0,NA,NA,NA,0,1817.77,2,"M","50_to_59",2
"22883","1",45.3044,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"22884","0",56.8326,0,NA,NA,NA,224,5.25,2,"M","50_to_59",2
"22885","0",46.0687,7.8,165,4,9111,8269,326.49,5,"M","50_to_59",5
"22886","0",23.0498,1.8,6,NA,NA,15,0.23,5,"F","50_to_59",3
"22887","0",53.2454,7.8,838,23,34793,17314,830.25,5,"F","60_or_higher",5
"22888","1",3.7571,1.5,1,NA,NA,50,0.85,5,"M","50_to_59",3
"22889","0",91.3701,0,NA,NA,NA,126,1.98,2,"F","50_to_59",2
"22890","0",44.9224,7.1,166,5,78345,9746,855.38,1,"M","50_to_59",5
"22891","0",19.0914,0,NA,NA,NA,133,1.92,2,"F","50_to_59",2
"22892","0",48.303,3.4,14,NA,NA,2039,31.66,5,"M","50_to_59",4
"22893","1",56.8326,3,15,NA,NA,176,11.49,5,"F","50_to_59",4
"22894","0",23.3103,0,NA,NA,NA,60,1.2,2,"I","18_to_34",2
"22895","1",38.8823,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"22896","0",74.4585,0,NA,NA,NA,111,1657.88,2,"M","35_to_49",2
"22897","1",25.6659,0,NA,NA,NA,0,3.92,2,"M","60_or_higher",2
"22898","0",74.1521,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"22899","0",79.4898,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"22900","1",76.5998,2.1,16,NA,NA,147,9.4,5,"M","50_to_59",3
"22901","0",29.3896,0,NA,NA,NA,0,5.22,2,"M","50_to_59",2
"22902","0",40.0312,0,NA,NA,NA,0,0,2,"M","18_to_34",1
"22903","1",40.0312,0,NA,NA,NA,14,0.25,2,"I","50_to_59",2
"22904","0",52.777,2.9,31,NA,NA,1022,18.03,5,"M","60_or_higher",2
"22905","0",73.4133,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"22906","1",32.6538,0,NA,NA,NA,871,203.9,2,"M","50_to_59",2
"22907","1",62.2742,8.6,226,10,45916,3698,640.47,5,"M","50_to_59",5
"22908","1",38.9793,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"22909","0",39.1642,0,NA,NA,NA,2,0.18,2,"F","60_or_higher",2
"22910","1",30.3792,6.9,168,5,3926,300,46.14,5,"F","35_to_49",5
"22911","1",17.7124,0,NA,NA,NA,0,1.95,2,"M","50_to_59",2
"22912","0",71.5747,5.1,28,1,14772,30264,88.39,5,"F","60_or_higher",4
"22913","1",1.2795,2.7,17,NA,NA,950,16.16,5,"M","18_to_34",3
"22914","0",38.9793,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"22915","0",19.9297,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"22916","1",19.0914,1.8,12,NA,NA,570,10.6,5,"M","50_to_59",2
"22917","0",18.7293,4.6,32,2,750,321,15.35,5,"M","60_or_higher",4
"22918","0",36.723,5.1,203,3,224,1327,76.02,5,"M","50_to_59",4
"22919","1",3.9566,0,NA,NA,NA,80,1.6,2,"F","18_to_34",2
"22920","0",23.0498,0.3,1,NA,NA,11,0.19,5,"M","60_or_higher",2
"22921","0",49.3806,6.5,159,15,51942,15221,613.77,1,"F","60_or_higher",5
"22922","0",89.2103,0,NA,NA,NA,74,83.67,2,"M","60_or_higher",2
"22923","0",53.133,0,NA,NA,NA,789,71.06,2,"F","60_or_higher",2
"22924","0",76.6272,0,NA,NA,NA,840,15.01,2,"M","60_or_higher",2
"22925","1",64.3227,0,NA,NA,NA,0,0,2,"F","60_or_higher",2
"22926","0",31.9007,0,NA,NA,NA,1406,47.06,2,"F","60_or_higher",2
"22927","1",39.1688,5.8,71,2,2404,1070,34.43,5,"M","60_or_higher",4
"22928","0",43.7515,0,NA,NA,NA,440,24.12,2,"F","60_or_higher",2
"22929","0",62.4488,8.6,376,9,7003,1947,138.5,5,"F","50_to_59",5
"22930","0",73.9998,0,NA,NA,NA,20166,175.85,2,"M","60_or_higher",2
"22931","1",57.3679,6.8,108,5,5402,2032,152.09,5,"M","50_to_59",5
"22932","1",23.3103,0,NA,NA,NA,60,1.2,2,"M","18_to_34",2
"22933","1",0.2653,0,NA,NA,NA,50,0.85,2,"M","35_to_49",2
"22934","0",33.9267,0,NA,NA,NA,433,8.55,2,"M","18_to_34",2
"22935","0",48.6752,0,NA,NA,NA,200,3.42,2,"M","50_to_59",2
"22936","0",40.3443,0,NA,NA,NA,0,0.17,2,"F","60_or_higher",2
"22937","0",23.0498,0,NA,NA,NA,0,0.12,2,"M","50_to_59",2
"22938","0",79.0602,5.3,178,6,17838,10381,312.09,1,"M","60_or_higher",4
"22939","0",56.8326,0,NA,NA,NA,52,6.41,2,"F","50_to_59",2
"22940","0",86.1544,4.7,28,NA,NA,4202,64.6,5,"F","50_to_59",4
"22941","0",23.0712,0,NA,NA,NA,403,11.31,2,"M","50_to_59",2
"22942","0",45.0199,5,81,4,56311,9894,613.99,1,"M","50_to_59",4
"22943","0",35.3696,0,NA,NA,NA,390,11.76,2,"F","50_to_59",2
"22944","0",58.3169,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"22945","0",91.3701,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"22946","1",77.8403,0,NA,NA,NA,687,30.79,2,"F","50_to_59",2
"22947","1",52.1973,2.8,88,NA,NA,2812,44.72,5,"M","60_or_higher",3
"22948","0",53.1048,0,NA,NA,NA,32,0.6,2,"F","50_to_59",2
"22949","1",36.4866,0.9,2,NA,NA,0,0.92,5,"M","35_to_49",2
"22950","1",15.12,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"22951","0",39.8503,6.2,142,2,21760,49694,904.89,1,"F","60_or_higher",5
"22952","1",58.1165,0,NA,NA,NA,0,143.02,2,"M","50_to_59",2
"22953","1",51.3636,0,NA,NA,NA,225,8.79,2,"M","50_to_59",2
"22954","0",73.8076,7.5,177,8,5016,558,97.54,5,"F","50_to_59",5
"22955","0",23.0712,0,NA,NA,NA,0,20.8,2,"M","50_to_59",2
"22956","1",23.3103,0,NA,NA,NA,5,0.09,2,"M","60_or_higher",2
"22957","1",21.9493,4.1,37,NA,NA,2458,46.08,5,"M","50_to_59",4
"22958","0",88.2125,3.6,17,NA,NA,20649,10.38,5,"F","50_to_59",4
"22959","0",39.4818,0,NA,NA,NA,366,124.56,2,"F","60_or_higher",2
"22960","0",30.6057,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"22961","1",41.5391,0,NA,NA,NA,0,140,2,"M","50_to_59",2
"22962","0",31.1275,2.1,5,NA,NA,178,2.69,5,"M","60_or_higher",3
"22963","0",33.5251,3.7,47,1,350,2801,60.9,5,"F","60_or_higher",4
"22964","1",33.9679,3.3,76,NA,NA,821,13.22,5,"F","50_to_59",4
"22965","0",38.9793,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"22966","0",45.2947,1.9,16,NA,NA,553,7.35,5,"F","50_to_59",2
"22967","0",86.1602,0,NA,NA,NA,282,1342.66,2,"F","60_or_higher",2
"22968","0",72.4438,8,268,15,93854,23662,1591.32,4,"M","50_to_59",5
"22969","1",38.8823,0,NA,NA,NA,0,0,2,"I","50_to_59",1
"22970","1",50.844,7.7,645,16,14466,2162,265.78,5,"M","50_to_59",5
"22971","1",97.0493,0,NA,NA,NA,0,253.87,2,"M","60_or_higher",2
"22972","1",19.0914,0,NA,NA,NA,280,4.79,2,"M","50_to_59",2
"22973","0",23.0498,0,NA,NA,NA,0,0,2,"M","18_to_34",1
"22974","0",65.5871,2.5,12,1,22,618,9.6,5,"M","50_to_59",3
"22975","0",89.2103,8,172,6,72499,1836,1301.6,5,"F","50_to_59",5
"22976","0",68.5874,6.6,124,3,6812,3732,176.79,5,"F","60_or_higher",5
"22977","1",2.8867,0,NA,NA,NA,0,2.2,2,"F","50_to_59",2
"22978","0",10.8874,9.4,242,11,21138,359,147.34,5,"F","50_to_59",6
"22979","0",51.5704,1.7,23,NA,NA,217,3.25,5,"M","50_to_59",2
"22980","0",78.4211,4.4,9,1,14550,1617,107.23,5,"M","50_to_59",4
"22981","0",50.6684,0,NA,NA,NA,744,11.49,2,"M","50_to_59",2
"22982","1",91.3701,0,NA,NA,NA,1458,42.68,2,"F","50_to_59",2
"22983","0",93.1027,0,NA,NA,NA,200,3.6,2,"F","50_to_59",2
"22984","0",45.583,7.1,136,3,2417,839,143.99,5,"F","60_or_higher",5
"22985","1",38.8823,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"22986","1",58.3265,5,197,NA,NA,5313,151.25,5,"F","50_to_59",4
"22987","0",67.5123,6.5,45,46,109663,2004,915.7,5,"M","50_to_59",5
"22988","0",15.12,0,NA,NA,NA,0,0,2,"F","35_to_49",1
"22989","0",19.0914,1.5,8,NA,NA,420,7.18,5,"M","50_to_59",2
"22990","0",37.5407,3.2,93,2,8851,15040,351.43,1,"M","60_or_higher",4
"22991","0",37.5407,0,NA,NA,NA,515,177.08,2,"M","50_to_59",2
"22992","1",50.6684,0.5,2,NA,NA,58,1.27,5,"F","50_to_59",2
"22993","0",85.0881,0,NA,NA,NA,0,4.98,2,"F","60_or_higher",2
"22994","1",46.2922,4.8,54,2,9042,1877,71.57,5,"M","50_to_59",4
"22995","0",30.6057,0,NA,NA,NA,1,0.01,2,"I","",2
"22996","0",91.3701,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"22997","0",61.4411,3,154,NA,NA,26865,475.57,1,"M","60_or_higher",4
"22998","0",89.2103,0,NA,NA,NA,4782,538.68,1,"F","50_to_59",3
"22999","0",74.1521,2,8,NA,NA,90,1.35,5,"F","50_to_59",3
"23000","0",38.8823,0,NA,NA,NA,0,0.02,2,"F","50_to_59",2
"23001","1",63.942,0,NA,NA,NA,1753,104.4,2,"F","60_or_higher",2
"23002","0",64.2733,0,NA,NA,NA,753,11.59,2,"M","60_or_higher",2
"23003","1",27.1195,0,NA,NA,NA,1335,23.18,2,"F","60_or_higher",2
"23004","0",31.9007,8,162,15,21096,7896,174.18,5,"F","50_to_59",5
"23005","0",93.1027,6.6,106,2,3000,1324,60.86,5,"F","50_to_59",5
"23006","1",41.7734,0,NA,NA,NA,0,36.86,2,"F","60_or_higher",2
"23007","0",82.9693,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23008","1",33.2368,7.9,139,31,30369,390,211.49,5,"F","60_or_higher",5
"23009","0",75.4356,0,NA,NA,NA,492,32.71,2,"M","60_or_higher",2
"23010","1",62.9958,0,NA,NA,NA,295,5.46,2,"F","60_or_higher",2
"23011","0",40.0312,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23012","0",65.2103,0,NA,NA,NA,3139,213.67,2,"M","60_or_higher",2
"23013","0",30.8796,0,NA,NA,NA,30,0.6,2,"I","",2
"23014","0",66.3065,8.4,127,27,40906,502,685.17,5,"M","50_to_59",5
"23015","0",20.4194,0,NA,NA,NA,668,158.88,2,"M","50_to_59",2
"23016","1",7.5935,5.9,187,3,11175,1519,208.36,5,"M","35_to_49",4
"23017","0",91.3701,0,NA,NA,NA,101,2.65,2,"M","60_or_higher",2
"23018","1",16.68,0,NA,NA,NA,63,4.35,2,"M","50_to_59",2
"23019","0",74.1521,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23020","0",64.2733,6.2,265,2,4429,612,80.52,5,"F","60_or_higher",5
"23021","0",55.5392,5,373,NA,NA,3254,52.56,5,"M","50_to_59",4
"23022","0",74.1521,2.7,15,NA,NA,261,4.57,5,"F","60_or_higher",3
"23023","0",48.2892,0,NA,NA,NA,1130,22.99,2,"M","50_to_59",2
"23024","1",60.5443,3.5,46,NA,NA,672,8.12,5,"F","50_to_59",4
"23025","0",91.3701,0.8,2,NA,NA,34,1.49,5,"F","50_to_59",3
"23026","1",33.3322,8.7,871,29,25185,1947,277.25,5,"F","60_or_higher",5
"23027","0",76.2666,7.5,118,3,3669,2895,107.36,5,"M","50_to_59",5
"23028","1",45.9156,2.6,46,NA,NA,1171,18.95,5,"M","60_or_higher",3
"23029","1",43.9723,8.5,284,6,15773,1782,244.21,5,"M","50_to_59",5
"23030","0",65.5871,0,NA,NA,NA,36,1.37,2,"M","50_to_59",2
"23031","1",17.7124,0,NA,NA,NA,150,2.56,2,"M","18_to_34",2
"23032","1",43.7515,0,NA,NA,NA,0,12.4,2,"F","60_or_higher",2
"23033","0",38.8823,0.6,1,NA,NA,28,0.46,5,"M","",2
"23034","0",40.0338,8.6,393,7,67667,17225,812.89,5,"F","50_to_59",5
"23035","1",28.2289,4,149,NA,NA,1970,31.34,5,"M","50_to_59",4
"23036","1",48.344,4.3,159,NA,NA,5706,61.59,5,"F","60_or_higher",4
"23037","0",28.2289,4.3,169,NA,NA,3978,64.3,5,"F","50_to_59",4
"23038","0",58.3169,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23039","1",62.8337,2.6,16,NA,NA,496,8.04,5,"F","50_to_59",3
"23040","1",47.8657,1.9,5,NA,NA,157,2.61,5,"M","50_to_59",3
"23041","0",75.4356,3.8,39,NA,NA,562,9.15,5,"F","60_or_higher",4
"23042","1",68.3883,9.4,229,22,44145,1453,486.04,5,"M","50_to_59",6
"23043","1",46.2635,0,NA,NA,NA,986,16.02,2,"M","50_to_59",2
"23044","1",15.12,0,NA,NA,NA,0,0,2,"M","35_to_49",1
"23045","1",65.5871,0,NA,NA,NA,82,9.17,2,"F","50_to_59",2
"23046","0",91.3701,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23047","1",38.9793,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"23048","1",40.0312,2.1,8,NA,NA,212,3.71,5,"M","60_or_higher",3
"23049","0",74.1521,2.9,44,NA,NA,531,9.29,5,"F","60_or_higher",3
"23050","0",30.6057,0,NA,NA,NA,10,0.15,2,"M","50_to_59",2
"23051","0",58.3265,6,173,4,1802,1339,67.18,5,"F","60_or_higher",5
"23052","1",40.0312,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23053","0",53.1048,0,NA,NA,NA,0,0.39,2,"M","18_to_34",2
"23054","1",64.2733,0,NA,NA,NA,378,6.67,2,"M","50_to_59",2
"23055","0",37.9474,0,NA,NA,NA,0,1.33,2,"F","60_or_higher",2
"23056","0",79.9363,8.3,109,17,49097,1428,544.59,1,"F","60_or_higher",5
"23057","0",48.4825,6.4,306,12,52125,284,507.83,5,"F","50_to_59",5
"23058","0",78.8235,0,NA,NA,NA,9,124.7,2,"F","50_to_59",2
"23059","1",19.0914,2.3,7,NA,NA,617,10.5,5,"M","60_or_higher",2
"23060","1",85.0881,0,NA,NA,NA,0,0.65,2,"M","18_to_34",2
"23061","1",23.8989,0,NA,NA,NA,37,0.6,2,"I","",2
"23062","0",48.344,6.7,363,3,2875,327,51.13,5,"M","50_to_59",5
"23063","1",31.2033,0,NA,NA,NA,2644,105.48,2,"F","60_or_higher",2
"23064","0",62.8337,0,NA,NA,NA,50,0.94,2,"F","50_to_59",2
"23065","0",31.18,0,NA,NA,NA,66,131.39,2,"M","50_to_59",2
"23066","0",48.4825,8,181,8,23309,1313,377.37,5,"F","50_to_59",5
"23067","1",74.1521,5.2,39,1,8,474,7.23,5,"M","50_to_59",4
"23068","0",48.2892,4.1,47,NA,NA,4595,68.18,5,"F","60_or_higher",4
"23069","0",3.7571,0,NA,NA,NA,0,0,2,"M","18_to_34",1
"23070","0",38.9793,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23071","1",58.3169,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"23072","0",23.0498,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23073","1",55.8671,0,NA,NA,NA,1000,25,2,"M","60_or_higher",2
"23074","0",55.5392,4.3,88,NA,NA,535,8.66,5,"F","50_to_59",4
"23075","0",46.1094,7,145,1,18667,17423,379.57,5,"F","50_to_59",5
"23076","0",54.0267,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"23077","1",31.18,7.8,234,12,79977,8147,754.82,1,"M","50_to_59",5
"23078","0",73.4443,0,NA,NA,NA,17010,93.5,2,"M","50_to_59",2
"23079","1",36.9233,0,NA,NA,NA,0,6.84,2,"F","60_or_higher",2
"23080","0",9.7085,2,27,NA,NA,1794,33.53,5,"M","50_to_59",2
"23081","0",63.9925,0,NA,NA,NA,24,29.26,2,"M","50_to_59",2
"23082","0",5.4324,0,NA,NA,NA,0,37.08,2,"M","60_or_higher",2
"23083","0",64.2733,0,NA,NA,NA,7887,149.56,2,"M","50_to_59",2
"23084","1",55.4638,0,NA,NA,NA,0,652.14,2,"F","50_to_59",2
"23085","0",23.0498,0,NA,NA,NA,0,0,2,"I","60_or_higher",1
"23086","1",17.0379,0,NA,NA,NA,640,20.39,2,"F","60_or_higher",2
"23087","0",74.1521,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23088","0",52.4557,5,35,12,56451,16242,980.6,1,"F","50_to_59",4
"23089","1",46.7489,0,NA,NA,NA,505,16.49,2,"M","50_to_59",2
"23090","0",59.0683,0,NA,NA,NA,16,2.41,2,"M","50_to_59",2
"23091","1",0.2653,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"23092","1",38.9793,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23093","0",35.9466,7.3,282,5,3510,1365,78.3,5,"F","50_to_59",5
"23094","0",38.1656,0,NA,NA,NA,60,5.46,2,"F","50_to_59",2
"23095","0",65.5153,0,NA,NA,NA,15,81.25,2,"F","50_to_59",2
"23096","0",43.4024,0,NA,NA,NA,0,0.65,2,"F","60_or_higher",2
"23097","0",18.8966,0,NA,NA,NA,0,9.85,2,"F","60_or_higher",2
"23098","0",47.8657,1.4,3,NA,NA,61,0.92,5,"M","50_to_59",2
"23099","1",50.6684,0,NA,NA,NA,58,1.13,2,"F","50_to_59",2
"23100","0",57.0006,3,23,NA,NA,33,6.15,5,"M","50_to_59",4
"23101","0",95.5342,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23102","0",37.2775,0,NA,NA,NA,1238,25.44,2,"F","50_to_59",2
"23103","0",58.6742,7.6,216,5,5524,2291,123.75,5,"F","50_to_59",5
"23104","0",15.7563,8.8,1041,81,53670,456,869.42,5,"F","50_to_59",5
"23105","0",58.6467,0,NA,NA,NA,16,0.24,2,"F","60_or_higher",2
"23106","0",43.3417,0,NA,NA,NA,231,11.4,2,"M","60_or_higher",2
"23107","0",54.0267,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"23108","0",21.9493,7.7,527,13,3597,3857,118.99,5,"F","50_to_59",5
"23109","1",3.4699,4.7,107,1,826,918,28.02,5,"M","60_or_higher",4
"23110","0",19.0682,3.1,85,NA,NA,740,11.86,5,"F","60_or_higher",4
"23111","0",71.5747,0,NA,NA,NA,80,81.85,2,"M","18_to_34",2
"23112","1",20.8633,6.5,528,4,2510,1030,56.53,5,"M","50_to_59",5
"23113","0",54.0267,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23114","0",33.5251,6,113,1,2672,2458,82.73,5,"M","50_to_59",5
"23115","0",91.3701,0,NA,NA,NA,13,0.26,2,"F","60_or_higher",2
"23116","0",50.9373,5.7,57,1,1620,1901,56.64,5,"F","50_to_59",4
"23117","1",36.4866,2.3,10,NA,NA,500,8.55,5,"F","50_to_59",3
"23118","0",76.5998,0,NA,NA,NA,298,2.17,2,"F","50_to_59",2
"23119","0",57.3679,3.6,71,NA,NA,3051,49.47,5,"M","50_to_59",4
"23120","0",23.3103,0,NA,NA,NA,30,0.6,2,"M","",2
"23121","0",74.1521,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23122","0",74.1521,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23123","0",77.8672,3.5,83,NA,NA,2396,38.04,5,"M","50_to_59",4
"23124","1",47.5341,5,192,NA,NA,4607,74.98,5,"M","50_to_59",4
"23125","0",65.5153,0,NA,NA,NA,0,86.2,2,"F","60_or_higher",2
"23126","0",74.1521,0,NA,NA,NA,168,2.6,2,"F","50_to_59",2
"23127","0",91.3701,5.7,94,1,1000,1039,36.74,5,"F","60_or_higher",4
"23128","1",59.0683,0,NA,NA,NA,42,0.63,2,"M","60_or_higher",2
"23129","0",68.3883,7.5,150,11,11033,10800,325.91,5,"M","60_or_higher",5
"23130","1",15.36,0,NA,NA,NA,50,1,2,"M","18_to_34",2
"23131","0",56.8326,1.3,2,NA,NA,149,2.99,5,"M","50_to_59",3
"23132","0",41.2567,0,NA,NA,NA,1176,42.5,2,"F","60_or_higher",2
"23133","0",71.2618,8.9,351,25,62188,1547,659.63,5,"F","60_or_higher",5
"23134","1",15.36,0,NA,NA,NA,60,1.2,2,"I","",2
"23135","0",20.187,8.2,635,18,19232,774,369.56,5,"F","60_or_higher",5
"23136","1",39.4818,2.4,19,NA,NA,1065,26.76,5,"M","50_to_59",3
"23137","0",82.9693,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23138","0",74.1521,0,NA,NA,NA,10,0,2,"I","60_or_higher",2
"23139","0",25.6659,0,NA,NA,NA,294,9.01,2,"M","50_to_59",2
"23140","0",47.8701,7.9,307,4,9542,968,294.64,5,"F","50_to_59",5
"23141","0",66.9952,0,NA,NA,NA,739,12.08,2,"M","60_or_higher",2
"23142","0",19.9297,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23143","0",50.6684,1.8,5,NA,NA,199,3.36,5,"M","50_to_59",3
"23144","0",45.3044,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23145","0",19.8861,3.4,19,1,871,1014,42.48,5,"F","60_or_higher",4
"23146","0",38.9793,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23147","1",75.4356,0,NA,NA,NA,0,0.52,2,"F","60_or_higher",2
"23148","1",82.5701,6.5,256,15,88714,3031,681.13,1,"F","50_to_59",5
"23149","0",43.7515,0,NA,NA,NA,246,3.09,2,"M","50_to_59",2
"23150","0",43.7515,0,NA,NA,NA,165,2.66,2,"I","60_or_higher",2
"23151","0",58.6467,0,NA,NA,NA,50,0.85,2,"M","50_to_59",2
"23152","0",3.7571,0.6,1,NA,NA,14,0.21,5,"F","50_to_59",2
"23153","0",46.7489,1.7,11,NA,NA,103,3.98,5,"F","60_or_higher",2
"23154","0",33.9267,0,NA,NA,NA,66,1.55,2,"F","60_or_higher",2
"23155","0",39.2812,3.3,78,NA,NA,816,13.21,5,"M","50_to_59",4
"23156","0",49.3806,9,500,31,44079,758,553.23,5,"F","50_to_59",6
"23157","0",76.2666,6.4,61,6,9144,292,129.98,5,"F","60_or_higher",5
"23158","1",38.9793,0,NA,NA,NA,6,0.11,2,"M","50_to_59",2
"23159","1",88.865,5.7,20,4,25187,926,151.85,5,"M","60_or_higher",4
"23160","0",84.4185,6.9,49,3,3901,1025,92.32,5,"F","50_to_59",5
"23161","1",76.5998,0,NA,NA,NA,170,2.55,2,"F","60_or_higher",2
"23162","0",46.3394,7.2,82,2,1693,1636,98.31,5,"M","50_to_59",5
"23163","0",77.8403,0,NA,NA,NA,1067,24.79,2,"F","60_or_higher",2
"23164","0",70.7846,4.8,64,NA,NA,1259,48.22,5,"M","60_or_higher",4
"23165","0",0.2653,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23166","1",32.4282,4.8,62,2,2600,1247,56.5,5,"M","",4
"23167","0",15.12,0,NA,NA,NA,0,0,2,"M","18_to_34",1
"23168","0",88.2125,1.1,3,NA,NA,20099,171.43,5,"M","",2
"23169","0",62.8337,0,NA,NA,NA,29,0.51,2,"M","50_to_59",2
"23170","1",54.0267,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23171","1",41.8846,5.8,40,1,429,78,7.47,5,"M","50_to_59",4
"23172","0",29.3896,0,NA,NA,NA,0,0.95,2,"M","60_or_higher",2
"23173","0",13.7844,1.7,13,NA,NA,304,5.14,5,"M","50_to_59",2
"23174","1",15.12,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23175","0",91.3701,0,NA,NA,NA,28,0.96,2,"M","60_or_higher",2
"23176","0",31.1275,0,NA,NA,NA,50,0,2,"F","50_to_59",2
"23177","1",30.6057,0.3,1,NA,NA,10,0.18,5,"M","60_or_higher",2
"23178","0",95.5342,8.9,883,32,28659,743,374.47,5,"F","50_to_59",5
"23179","0",39.1642,0,NA,NA,NA,6,0.11,2,"M","50_to_59",2
"23180","1",40.0312,0,NA,NA,NA,0,0,2,"M","50_to_59",1
"23181","1",32.6276,0,NA,NA,NA,1418,16.92,2,"M","50_to_59",2
"23182","0",3.7571,0.3,1,NA,NA,30,0.6,3,"F","18_to_34",2
"23183","0",40.0312,0,NA,NA,NA,0,0.22,2,"F","50_to_59",2
"23184","0",43.9412,0,NA,NA,NA,0,14.72,2,"M","60_or_higher",2
"23185","0",4.4933,0,NA,NA,NA,0,5.74,2,"F","50_to_59",2
"23186","1",3.7571,0,NA,NA,NA,3,0.05,2,"M","50_to_59",2
"23187","0",26.2216,0,NA,NA,NA,68,0.68,2,"F","60_or_higher",2
"23188","1",48.2892,4.2,139,NA,NA,9582,142.52,5,"M","60_or_higher",4
"23189","1",3.7571,0,NA,NA,NA,0,0,2,"F","50_to_59",1
"23190","0",23.0498,1.3,3,NA,NA,48,0.78,5,"M","50_to_59",3
"23191","1",65.7457,0,NA,NA,NA,2087,35.68,2,"F","60_or_higher",2
"23192","0",75.4356,5.6,183,1,825,853,29.36,5,"M","50_to_59",4
"23193","1",62.8337,0,NA,NA,NA,335,7.04,2,"M","50_to_59",2
"23194","0",43.9723,7.1,138,8,46475,9870,547.24,1,"F","50_to_59",5
"23195","0",31.033,3.4,17,NA,NA,1086,19.15,5,"M","50_to_59",4
"23196","1",39.2812,4.3,103,NA,NA,1058,16.91,5,"F","50_to_59",4
"23197","1",22.6367,3.5,271,NA,NA,2035,33.34,5,"M","50_to_59",4
"23198","0",82.5701,0,NA,NA,NA,1128,284.75,2,"M","50_to_59",2
"23199","0",62.9958,0,NA,NA,NA,247,11.88,2,"M","60_or_higher",2
"23200","0",3.7571,0,NA,NA,NA,0,0,2,"F","18_to_34",1
"23201","0",60.5443,4.3,56,NA,NA,1402,20.43,5,"M","50_to_59",4
"23202","0",20.1829,0,NA,NA,NA,30,0.6,2,"F","18_to_34",2
"23203","0",19.9297,0,NA,NA,NA,0,0,2,"M","60_or_higher",1
"23204","0",74.1521,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
"23205","1",40.0312,0,NA,NA,NA,0,0,2,"F","60_or_higher",1
